string_len_counts_1,string_len_counts_2,string_len_counts_3,string_len_counts_4,string_len_counts_5,string_len_counts_6,string_len_counts_7,string_len_counts_8,string_len_counts_9,string_len_counts_10,string_len_counts_11,string_len_counts_12,string_len_counts_13,string_len_counts_14,string_len_counts_15,string_len_counts_16,string_len_counts_17,string_len_counts_18,string_len_counts_19,string_len_counts_20,string_len_counts_21,string_len_counts_22,string_len_counts_23,string_len_counts_24,string_len_counts_25,string_len_counts_26,string_len_counts_27,string_len_counts_28,string_len_counts_29,string_len_counts_30,string_len_counts_31,string_len_counts_32,string_len_counts_33,string_len_counts_34,string_len_counts_35,string_len_counts_36,string_len_counts_37,string_len_counts_38,string_len_counts_39,string_len_counts_40,string_len_counts_41,string_len_counts_42,string_len_counts_43,string_len_counts_44,string_len_counts_45,string_len_counts_46,string_len_counts_47,string_len_counts_48,string_len_counts_49,string_len_counts_50,string_len_counts_51,string_len_counts_52,string_len_counts_53,string_len_counts_54,string_len_counts_55,string_len_counts_56,string_len_counts_57,string_len_counts_58,string_len_counts_59,string_len_counts_60,string_len_counts_61,string_len_counts_62,string_len_counts_63,string_len_counts_64,string_len_counts_65,string_len_counts_66,string_len_counts_67,string_len_counts_68,string_len_counts_69,string_len_counts_70,string_len_counts_71,string_len_counts_72,string_len_counts_73,string_len_counts_74,string_len_counts_75,string_len_counts_76,string_len_counts_77,string_len_counts_78,string_len_counts_79,string_len_counts_80,string_len_counts_81,string_len_counts_82,string_len_counts_83,string_len_counts_84,string_len_counts_85,string_len_counts_86,string_len_counts_87,string_len_counts_88,string_len_counts_89,string_len_counts_90,string_len_counts_91,string_len_counts_92,string_len_counts_93,string_len_counts_94,string_len_counts_95,string_len_counts_96,string_len_counts_97,string_len_counts_98,string_len_counts_99,string_len_counts_0_10,string_len_counts_10_30,string_len_counts_30_60,string_len_counts_60_90,string_len_counts_0_100,string_len_counts_100_150,string_len_counts_150_250,string_len_counts_250_400,string_len_counts_400_600,string_len_counts_600_900,string_len_counts_900_1300,string_len_counts_1300_2000,string_len_counts_2000_3000,string_len_counts_3000_6000,string_len_counts_6000_15000,string_total_len,string_ratio
818,333,112,106,12,10,4,8,0,8,7,7,3,2,2,3,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,30,0,0,1441,0,0,0,0,0,0,0,0,0,1,2430,0.00103717083697552
1034,441,216,35,26,12,6,12,10,9,15,12,0,4,2,10,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,51,4,0,1856,0,0,0,0,0,0,0,0,0,1,3200,0.00136582167832168
981,410,206,33,16,5,9,7,10,12,12,6,0,10,6,12,2,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,58,0,0,1747,0,0,0,0,0,0,0,0,0,1,3038,0.00129667695585664
1195,285,95,41,19,9,4,4,9,13,12,16,0,10,6,8,2,4,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,64,0,0,1738,0,0,0,0,0,0,0,0,0,1,3083,0.00131358734184119
1033,466,230,58,16,10,1,11,4,16,12,10,2,14,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,52,0,0,1897,0,0,0,0,0,0,0,0,0,1,3098,0.00132228611232517
998,400,264,39,22,7,3,10,5,16,12,10,2,14,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,52,0,0,1816,0,0,0,0,0,0,0,0,0,1,2982,0.00127277507648601
1136,300,107,35,17,8,7,5,8,12,12,16,0,10,4,8,2,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,62,0,0,1697,0,0,0,0,0,0,0,0,0,1,2989,0.00127353634925829
931,373,119,90,27,7,2,7,3,7,6,7,3,2,2,4,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,30,0,0,1596,0,0,0,0,0,0,0,0,0,1,2583,0.00110247418597028
851,321,132,118,13,5,3,6,2,8,6,7,3,2,2,3,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,29,0,0,1488,0,0,0,0,0,0,0,0,0,1,2478,0.00105765816215035
5019,1845,492,244,289,159,203,173,120,82,92,65,44,55,32,32,31,30,26,18,10,10,19,9,18,8,6,12,7,3,2,9,3,2,5,5,5,2,2,1,1,0,3,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,527,47,1,9201,2,3,0,0,0,0,1,0,0,1,28167,0.0630890732511468
1028,424,219,36,26,11,6,12,10,9,15,12,0,4,2,10,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,51,4,0,1836,0,0,0,0,0,0,0,0,0,1,3178,0.00135643165428322
1038,434,207,38,25,8,4,11,10,10,10,12,3,4,2,14,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,55,0,0,1840,0,0,0,0,0,0,0,0,0,1,3121,0.00133210295563811
1233,282,121,47,18,14,5,5,7,12,14,16,6,10,0,8,2,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744,64,0,0,1808,0,0,0,0,0,0,0,0,0,1,3156,0.00134469077225131
4109,859,130,38,16,19,20,26,24,10,21,19,12,20,10,5,8,12,11,7,5,6,8,4,4,10,6,8,3,2,1,5,3,2,2,4,4,1,0,2,2,1,3,3,1,1,1,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5251,181,42,2,5477,1,2,0,0,0,0,0,0,0,1,11796,0.0488115730932203
1031,409,235,45,22,7,4,12,10,10,14,12,6,6,2,6,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,52,4,0,1841,0,0,0,0,0,0,0,0,0,1,3157,0.00134746844951923
795,284,107,25,23,7,3,7,2,9,6,7,1,3,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,26,0,0,1288,0,0,0,0,0,0,0,0,0,1,1985,0.000847236259833916
1164,302,111,31,17,11,9,7,6,12,13,16,0,10,4,8,2,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,63,0,0,1733,0,0,0,0,0,0,0,0,0,1,3048,0.0012986747382199
14528,842,436,159,56,33,19,25,32,17,27,33,21,19,20,17,11,8,13,11,9,9,9,6,8,2,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16147,225,8,0,16380,0,0,0,0,0,0,0,1,0,1,23915,0.0858621036305147
1878,222,87,34,26,14,7,16,16,20,19,18,12,19,23,19,13,13,20,9,4,8,4,10,6,5,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,206,5,0,2531,0,0,0,0,0,0,0,0,0,1,6754,0.00891311233108108
6108,1232,189,87,37,41,55,61,56,62,80,52,49,39,30,29,16,27,20,18,7,19,9,7,11,9,9,9,11,13,8,3,9,10,6,9,9,5,6,6,5,5,3,5,4,0,2,8,0,2,3,3,3,2,2,2,0,6,2,1,2,2,1,1,5,1,3,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,7928,464,129,25,8550,8,8,2,0,2,1,2,0,0,1,35044,0.0743970788043478
2218,273,151,189,23,16,19,8,9,8,12,14,7,9,7,13,9,6,2,4,4,7,2,3,3,3,1,0,1,3,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2914,110,10,10,3044,0,0,0,0,0,0,0,0,1,1,10933,0.0721402554898649
7507,1388,672,398,345,198,155,59,53,32,29,28,15,17,16,9,7,18,11,9,11,7,15,10,14,10,14,15,14,20,20,10,17,14,12,20,10,11,10,2,8,6,2,4,5,4,3,1,6,3,2,1,0,0,1,3,2,2,0,2,3,5,3,4,3,1,0,3,1,3,2,1,7,2,0,4,2,3,2,0,6,5,2,3,3,2,2,2,1,0,2,3,1,0,1,0,0,0,1,10807,289,181,75,11360,22,10,1,0,0,0,0,1,0,1,43098,0.0571846340013587
72861,42410,22,2,4,7,4,7,9,7,17,16,10,17,10,10,3,6,7,4,3,5,3,2,3,2,1,3,1,0,1,6,0,1,2,6,1,1,1,1,2,0,2,1,0,0,0,0,0,2,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115333,123,33,0,115489,0,0,0,0,0,0,0,0,0,1,118920,0.0964558243355482
1030,420,246,30,24,11,2,11,4,18,12,10,2,14,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,52,0,0,1848,0,0,0,0,0,0,0,0,0,1,3026,0.00129155512456294
4179,900,249,49,32,23,16,15,22,11,23,22,10,8,6,12,8,4,6,5,2,1,4,3,4,0,3,0,3,0,0,0,3,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5496,124,9,7,5636,0,0,0,0,0,0,0,0,1,1,12779,0.0623974609375
1028,401,205,41,22,5,4,8,6,13,12,14,8,8,4,6,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,62,0,0,1795,0,0,0,0,0,0,0,0,0,1,3096,0.00132143247377622
1775,842,108,35,22,29,8,7,3,6,3,6,5,5,1,3,4,0,5,1,0,2,3,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835,45,7,1,2888,0,0,1,0,0,0,0,0,0,1,4865,0.0329928927951389
35085,827,667,83,48,22,10,14,9,11,14,21,6,13,10,7,11,11,5,6,4,2,4,5,6,0,2,4,0,0,1,1,0,4,1,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36776,131,15,0,36922,0,0,0,0,0,0,0,0,0,2,52094,0.149626608455882
13579,5217,383,96,46,35,42,34,36,39,52,39,43,50,40,47,24,34,17,19,17,19,21,16,13,13,10,6,2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19507,483,7,2,19999,0,0,0,0,0,0,0,0,0,1,29916,0.121728515625
13152,5653,418,493,91,58,46,34,35,41,53,39,43,51,40,46,25,36,17,20,17,20,21,16,15,12,11,6,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20021,491,7,2,20521,0,0,0,0,0,0,0,0,0,1,32135,0.128614081711066
897,353,182,41,19,4,4,7,3,4,6,7,3,4,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,29,0,0,1543,0,0,0,0,0,0,0,0,0,1,2266,0.00072506245904325
12456,3536,1632,1065,547,320,203,89,46,17,4,7,4,2,2,2,1,1,3,0,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19911,33,0,0,19944,0,0,0,0,0,0,0,0,0,1,29795,0.0512265487455986
2753,673,72,28,20,11,11,8,19,10,17,23,6,9,6,13,3,5,4,5,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,100,3,0,3708,0,0,0,0,0,0,0,0,0,1,5802,0.0456936743951613
1476,480,153,48,29,23,19,20,9,12,6,1,2,3,2,5,3,3,1,3,2,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,36,1,1,2307,0,0,0,0,0,0,0,0,0,1,3792,0.0257161458333333
18739,289,129,201,16,20,9,9,7,6,8,17,3,8,5,8,2,4,5,4,5,7,4,4,4,2,5,4,2,4,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19425,105,8,0,19538,0,0,0,0,0,0,0,0,0,1,22673,0.141933343349359
1243,317,114,46,17,12,8,6,6,13,13,18,8,6,2,8,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,63,0,0,1845,0,0,0,0,0,0,0,0,0,1,3176,0.0013532122600349
15425,4323,1601,634,214,51,20,22,24,10,16,20,4,14,6,6,5,6,9,6,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22324,100,0,0,22424,0,0,0,0,0,0,0,0,0,1,27421,0.0458532882063356
2019,523,220,28,23,12,27,25,15,13,28,24,15,21,17,13,18,13,14,13,5,6,9,2,7,13,4,5,3,2,1,4,0,1,4,4,4,1,0,2,1,1,3,2,1,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2905,232,38,2,3178,1,2,0,0,1,0,0,0,0,1,10798,0.0405573918269231
